id,地域,測地系,年度,ファイル容量,ファイル名,url
A44,全国,世界測地系,平成30年,1.16MB,A44-18_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A44/A44-18/A44-18_GML.zip
A45,北海道,世界測地系,平成30年,525.59MB,A45-19_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_01_GML.zip
A45,青森県,世界測地系,平成30年,94.25MB,A45-19_02_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_02_GML.zip
A45,岩手県,世界測地系,平成30年,76.86MB,A45-19_03_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_03_GML.zip
A45,宮城県,世界測地系,平成30年,26.19MB,A45-19_04_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_04_GML.zip
A45,秋田県,世界測地系,平成30年,78.62MB,A45-19_05_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_05_GML.zip
A45,山形県,世界測地系,平成30年,75.08MB,A45-19_06_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_06_GML.zip
A45,福島県,世界測地系,平成30年,77.15MB,A45-19_07_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_07_GML.zip
A45,茨城県,世界測地系,平成30年,19.86MB,A45-19_08_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_08_GML.zip
A45,栃木県,世界測地系,平成30年,24.79MB,A45-19_09_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_09_GML.zip
A45,群馬県,世界測地系,平成30年,34.69MB,A45-19_10_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_10_GML.zip
A45,埼玉県,世界測地系,平成30年,2.35MB,A45-19_11_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_11_GML.zip
A45,千葉県,世界測地系,平成30年,5.05MB,A45-19_12_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_12_GML.zip
A45,東京都,世界測地系,平成30年,5.83MB,A45-19_13_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_13_GML.zip
A45,神奈川県,世界測地系,平成30年,2.89MB,A45-19_14_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_14_GML.zip
A45,新潟県,世界測地系,平成30年,33.2MB,A45-19_15_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_15_GML.zip
A45,富山県,世界測地系,平成30年,4.72MB,A45-19_16_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_16_GML.zip
A45,石川県,世界測地系,平成30年,3.7MB,A45-19_17_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_17_GML.zip
A45,福井県,世界測地系,平成30年,6.42MB,A45-19_18_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_18_GML.zip
A45,山梨県,世界測地系,平成30年,2.28MB,A45-19_19_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_19_GML.zip
A45,長野県,世界測地系,平成30年,59.04MB,A45-19_20_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_20_GML.zip
A45,岐阜県,世界測地系,平成30年,27.59MB,A45-19_21_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_21_GML.zip
A45,静岡県,世界測地系,平成30年,27.55MB,A45-19_22_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_22_GML.zip
A45,愛知県,世界測地系,平成30年,3.48MB,A45-19_23_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_23_GML.zip
A45,三重県,世界測地系,平成30年,6.66MB,A45-19_24_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_24_GML.zip
A45,滋賀県,世界測地系,平成30年,3.77MB,A45-19_25_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_25_GML.zip
A45,京都府,世界測地系,平成30年,1.62MB,A45-19_26_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_26_GML.zip
A45,大阪府,世界測地系,平成30年,0.41MB,A45-19_27_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_27_GML.zip
A45,兵庫県,世界測地系,平成30年,6.15MB,A45-19_28_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_28_GML.zip
A45,奈良県,世界測地系,平成30年,3.15MB,A45-19_29_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_29_GML.zip
A45,和歌山県,世界測地系,平成30年,5.04MB,A45-19_30_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_30_GML.zip
A45,鳥取県,世界測地系,平成30年,6.63MB,A45-19_31_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_31_GML.zip
A45,島根県,世界測地系,平成30年,7.13MB,A45-19_32_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_32_GML.zip
A45,岡山県,世界測地系,平成30年,7.77MB,A45-19_33_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_33_GML.zip
A45,広島県,世界測地系,平成30年,11.73MB,A45-19_34_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_34_GML.zip
A45,山口県,世界測地系,平成30年,2.58MB,A45-19_35_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_35_GML.zip
A45,徳島県,世界測地系,平成30年,4.04MB,A45-19_36_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_36_GML.zip
A45,香川県,世界測地系,平成30年,2.39MB,A45-19_37_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_37_GML.zip
A45,愛媛県,世界測地系,平成30年,9.88MB,A45-19_38_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_38_GML.zip
A45,高知県,世界測地系,平成30年,33.85MB,A45-19_39_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_39_GML.zip
A45,福岡県,世界測地系,平成30年,10.4MB,A45-19_40_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_40_GML.zip
A45,佐賀県,世界測地系,平成30年,6.37MB,A45-19_41_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_41_GML.zip
A45,長崎県,世界測地系,平成30年,8.15MB,A45-19_42_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_42_GML.zip
A45,熊本県,世界測地系,平成30年,27.2MB,A45-19_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_43_GML.zip
A45,大分県,世界測地系,平成30年,14.63MB,A45-19_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_44_GML.zip
A45,宮崎県,世界測地系,平成30年,74.68MB,A45-19_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_45_GML.zip
A45,鹿児島県,世界測地系,平成30年,56.6MB,A45-19_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_46_GML.zip
A45,沖縄県,世界測地系,平成30年,4.1MB,A45-19_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A45/A45-19/A45-19_47_GML.zip
C02,全国,世界測地系,平成18年,0.63MB,C02-06_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C02/C02-06/C02-06_GML.zip
C02,全国,世界測地系,平成20年,0.62MB,C02-08_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C02/C02-08/C02-08_GML.zip
C02,全国,世界測地系,平成26年,0.61MB,C02-14_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C02/C02-14/C02-14_GML.zip
C09,全国,世界測地系,平成18年,1.16MB,C09-06_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C09/C09-06/C09-06_GML.zip
C23,北海道,世界測地系,平成18年,5.55MB,C23-06_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_01_GML.zip
C23,青森,世界測地系,平成18年,1.35MB,C23-06_02_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_02_GML.zip
C23,岩手,世界測地系,平成18年,2.15MB,C23-06_03_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_03_GML.zip
C23,宮城,世界測地系,平成18年,2.01MB,C23-06_04_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_04_GML.zip
C23,秋田,世界測地系,平成18年,0.56MB,C23-06_05_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_05_GML.zip
C23,山形,世界測地系,平成18年,0.22MB,C23-06_06_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_06_GML.zip
C23,福島,世界測地系,平成18年,0.20MB,C23-06_07_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_07_GML.zip
C23,茨城,世界測地系,平成18年,0.14MB,C23-06_08_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_08_GML.zip
C23,千葉,世界測地系,平成18年,0.67MB,C23-06_12_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_12_GML.zip
C23,東京,世界測地系,平成18年,2.82MB,C23-06_13_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_13_GML.zip
C23,神奈川,世界測地系,平成18年,0.55MB,C23-06_14_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_14_GML.zip
C23,新潟,世界測地系,平成18年,1.40MB,C23-06_15_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_15_GML.zip
C23,富山,世界測地系,平成18年,0.09MB,C23-06_16_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_16_GML.zip
C23,石川,世界測地系,平成18年,1.01MB,C23-06_17_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_17_GML.zip
C23,福井,世界測地系,平成18年,1.28MB,C23-06_18_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_18_GML.zip
C23,静岡,世界測地系,平成18年,0.85MB,C23-06_22_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_22_GML.zip
C23,愛知,世界測地系,平成18年,0.42MB,C23-06_23_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_23_GML.zip
C23,三重,世界測地系,平成18年,2.53MB,C23-06_24_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_24_GML.zip
C23,京都,世界測地系,平成18年,0.87MB,C23-06_26_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_26_GML.zip
C23,大阪,世界測地系,平成18年,0.06MB,C23-06_27_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_27_GML.zip
C23,兵庫,世界測地系,平成18年,1.13MB,C23-06_28_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_28_GML.zip
C23,和歌山,世界測地系,平成18年,1.82MB,C23-06_30_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_30_GML.zip
C23,鳥取,世界測地系,平成18年,0.23MB,C23-06_31_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_31_GML.zip
C23,島根,世界測地系,平成18年,2.23MB,C23-06_32_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_32_GML.zip
C23,岡山,世界測地系,平成18年,0.74MB,C23-06_33_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_33_GML.zip
C23,広島,世界測地系,平成18年,1.44MB,C23-06_34_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_34_GML.zip
C23,山口,世界測地系,平成18年,2.82MB,C23-06_35_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_35_GML.zip
C23,徳島,世界測地系,平成18年,0.92MB,C23-06_36_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_36_GML.zip
C23,香川,世界測地系,平成18年,0.92MB,C23-06_37_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_37_GML.zip
C23,愛媛,世界測地系,平成18年,2.66MB,C23-06_38_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_38_GML.zip
C23,高知,世界測地系,平成18年,2.24MB,C23-06_39_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_39_GML.zip
C23,福岡,世界測地系,平成18年,0.86MB,C23-06_40_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_40_GML.zip
C23,佐賀,世界測地系,平成18年,0.54MB,C23-06_41_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_41_GML.zip
C23,長崎,世界測地系,平成18年,9.97MB,C23-06_42_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_42_GML.zip
C23,熊本,世界測地系,平成18年,2.14MB,C23-06_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_43_GML.zip
C23,大分,世界測地系,平成18年,1.56MB,C23-06_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_44_GML.zip
C23,宮崎,世界測地系,平成18年,1.32MB,C23-06_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_45_GML.zip
C23,鹿児島,世界測地系,平成18年,7.91MB,C23-06_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_46_GML.zip
C23,沖縄,世界測地系,平成18年,3.41MB,C23-06_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C23/C23-06/C23-06_47_GML.zip
C28,全国,世界測地系,平成16年,0.17MB,C28-04_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C28/C28-04/C28-04_GML.zip
C28,全国,世界測地系,平成19年,0.18MB,C28-07_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C28/C28-07/C28-07_GML.zip
C28,全国,世界測地系,平成23年,0.18MB,C28-11_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C28/C28-11/C28-11_GML.zip
C28,全国,世界測地系,平成24年,0.20MB,C28-12_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C28/C28-12/C28-12_GML.zip
C28,全国,世界測地系,平成25年,0.21MB,C28-13.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C28/C28-13/C28-13.zip
C28,全国,世界測地系,平成26年,0.23MB,C28-14_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C28/C28-14/C28-14_GML.zip
C28,全国,世界測地系,平成27年,0.22MB,C28-15_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C28/C28-15/C28-15_GML.zip
C28,全国,世界測地系,平成28年,0.32MB,C28-16_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C28/C28-16/C28-16_GML.zip
C28,全国,世界測地系,平成29年,0.36MB,C28-17_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C28/C28-17/C28-17_GML.zip
C28,全国,世界測地系,平成30年,0.33MB,C28-18_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C28/C28-18/C28-18_GML.zip
C28,全国,世界測地系,令和元年,0.38MB,C28-19_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/C28/C28-19/C28-19_GML.zip
G02,3622,世界測地系,平成24年,0.01MB,G02-12_3622-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_3622-jgd_GML.zip
G02,3623,世界測地系,平成24年,0.11MB,G02-12_3623-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_3623-jgd_GML.zip
G02,3624,世界測地系,平成24年,0.09MB,G02-12_3624-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_3624-jgd_GML.zip
G02,3724,世界測地系,平成24年,0.01MB,G02-12_3724-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_3724-jgd_GML.zip
G02,3725,世界測地系,平成24年,0.07MB,G02-12_3725-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_3725-jgd_GML.zip
G02,3823,世界測地系,平成24年,0.01MB,G02-12_3823-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_3823-jgd_GML.zip
G02,3824,世界測地系,平成24年,0.01MB,G02-12_3824-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_3824-jgd_GML.zip
G02,3831,世界測地系,平成24年,0.02MB,G02-12_3831-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_3831-jgd_GML.zip
G02,3926,世界測地系,平成24年,0.03MB,G02-12_3926-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_3926-jgd_GML.zip
G02,3927,世界測地系,平成24年,0.24MB,G02-12_3927-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_3927-jgd_GML.zip
G02,3928,世界測地系,平成24年,0.07MB,G02-12_3928-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_3928-jgd_GML.zip
G02,4027,世界測地系,平成24年,0.04MB,G02-12_4027-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4027-jgd_GML.zip
G02,4028,世界測地系,平成24年,0.09MB,G02-12_4028-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4028-jgd_GML.zip
G02,4128,世界測地系,平成24年,0.09MB,G02-12_4128-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4128-jgd_GML.zip
G02,4129,世界測地系,平成24年,0.01MB,G02-12_4129-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4129-jgd_GML.zip
G02,4229,世界測地系,平成24年,0.29MB,G02-12_4229-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4229-jgd_GML.zip
G02,4230,世界測地系,平成24年,0.01MB,G02-12_4230-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4230-jgd_GML.zip
G02,4328,世界測地系,平成24年,0.01MB,G02-12_4328-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4328-jgd_GML.zip
G02,4329,世界測地系,平成24年,0.01MB,G02-12_4329-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4329-jgd_GML.zip
G02,4429,世界測地系,平成24年,0.05MB,G02-12_4429-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4429-jgd_GML.zip
G02,4529,世界測地系,平成24年,0.01MB,G02-12_4529-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4529-jgd_GML.zip
G02,4530,世界測地系,平成24年,0.25MB,G02-12_4530-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4530-jgd_GML.zip
G02,4531,世界測地系,平成24年,0.02MB,G02-12_4531-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4531-jgd_GML.zip
G02,4629,世界測地系,平成24年,0.02MB,G02-12_4629-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4629-jgd_GML.zip
G02,4630,世界測地系,平成24年,0.34MB,G02-12_4630-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4630-jgd_GML.zip
G02,4631,世界測地系,平成24年,0.07MB,G02-12_4631-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4631-jgd_GML.zip
G02,4728,世界測地系,平成24年,0.01MB,G02-12_4728-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4728-jgd_GML.zip
G02,4729,世界測地系,平成24年,0.06MB,G02-12_4729-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4729-jgd_GML.zip
G02,4730,世界測地系,平成24年,1.18MB,G02-12_4730-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4730-jgd_GML.zip
G02,4731,世界測地系,平成24年,0.69MB,G02-12_4731-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4731-jgd_GML.zip
G02,4828,世界測地系,平成24年,0.06MB,G02-12_4828-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4828-jgd_GML.zip
G02,4829,世界測地系,平成24年,0.05MB,G02-12_4829-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4829-jgd_GML.zip
G02,4830,世界測地系,平成24年,1.37MB,G02-12_4830-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4830-jgd_GML.zip
G02,4831,世界測地系,平成24年,1.15MB,G02-12_4831-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4831-jgd_GML.zip
G02,4839,世界測地系,平成24年,0.01MB,G02-12_4839-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4839-jgd_GML.zip
G02,4928,世界測地系,平成24年,0.13MB,G02-12_4928-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4928-jgd_GML.zip
G02,4929,世界測地系,平成24年,0.72MB,G02-12_4929-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4929-jgd_GML.zip
G02,4930,世界測地系,平成24年,1.37MB,G02-12_4930-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4930-jgd_GML.zip
G02,4931,世界測地系,平成24年,1.57MB,G02-12_4931-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4931-jgd_GML.zip
G02,4932,世界測地系,平成24年,0.81MB,G02-12_4932-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4932-jgd_GML.zip
G02,4933,世界測地系,平成24年,0.19MB,G02-12_4933-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4933-jgd_GML.zip
G02,4934,世界測地系,平成24年,0.02MB,G02-12_4934-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4934-jgd_GML.zip
G02,4939,世界測地系,平成24年,0.03MB,G02-12_4939-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_4939-jgd_GML.zip
G02,5029,世界測地系,平成24年,0.26MB,G02-12_5029-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5029-jgd_GML.zip
G02,5030,世界測地系,平成24年,1.15MB,G02-12_5030-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5030-jgd_GML.zip
G02,5031,世界測地系,平成24年,0.67MB,G02-12_5031-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5031-jgd_GML.zip
G02,5032,世界測地系,平成24年,1.04MB,G02-12_5032-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5032-jgd_GML.zip
G02,5033,世界測地系,平成24年,1.53MB,G02-12_5033-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5033-jgd_GML.zip
G02,5034,世界測地系,平成24年,0.87MB,G02-12_5034-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5034-jgd_GML.zip
G02,5035,世界測地系,平成24年,0.98MB,G02-12_5035-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5035-jgd_GML.zip
G02,5036,世界測地系,平成24年,0.11MB,G02-12_5036-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5036-jgd_GML.zip
G02,5039,世界測地系,平成24年,0.02MB,G02-12_5039-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5039-jgd_GML.zip
G02,5129,世界測地系,平成24年,0.21MB,G02-12_5129-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5129-jgd_GML.zip
G02,5130,世界測地系,平成24年,0.13MB,G02-12_5130-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5130-jgd_GML.zip
G02,5131,世界測地系,平成24年,1.38MB,G02-12_5131-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5131-jgd_GML.zip
G02,5132,世界測地系,平成24年,1.42MB,G02-12_5132-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5132-jgd_GML.zip
G02,5133,世界測地系,平成24年,1.10MB,G02-12_5133-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5133-jgd_GML.zip
G02,5134,世界測地系,平成24年,0.79MB,G02-12_5134-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5134-jgd_GML.zip
G02,5135,世界測地系,平成24年,1.37MB,G02-12_5135-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5135-jgd_GML.zip
G02,5136,世界測地系,平成24年,1.10MB,G02-12_5136-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/G02/G02-12/G02-12_5136-jgd_GML.zip
